job_in_feb,work_in_feb,bus_in_feb,work_days_feb,work_hours_feb,take_home_pay_feb,job_in_apr,work_in_apr,bus_in_apr,work_days_apr,work_hours_apr,take_home_pay_apr,last_monthly_pay_apr,return_to_work,main_form_work,usual_work
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,8.0,1100.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,3.0,4.0,1500.0,No,No,Yes,,,,,,Self-employed,
Yes,,,5.0,3.0,,Yes,,,0.0,3.0,,3000.0,,Regular job,Service and sales workers
Yes,,,6.0,11.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,1500.0,Yes,,,5.0,7.0,,1800.0,,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,2000.0,No,No,No - I'm employed,,,,,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,3.0,9.0,,,Yes,Regular job,Clerical support workers
Yes,,,4.0,12.0,1100.0,Yes,,,4.0,12.0,,11000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,12.0,4500.0,Yes,,,5.0,12.0,,5000.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,0.0,Yes,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,600.0,No,No,No - I'm employed,0.0,0.0,,,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,25000.0,Yes,,,0.0,0.0,,25000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,6.0,3800.0,Yes,,,6.0,6.0,,,,Regular job,Technicians and associate professionals
Yes,,,5.0,8.0,,Yes,,,0.0,0.0,,2000.0,,Casual work,"Skilled agricultural, forestry and fishery workers"
Yes,,,5.0,10.0,500.0,Yes,,,6.0,10.0,,,,Casual work,Elementary occupations
No,No,,,,,No,No,,,,,,No,,
Yes,,,5.0,12.0,13500.0,Yes,,,5.0,12.0,,13500.0,,Regular job,"Plant and machine operators, and assemblers"
No,Yes,,2.0,4.0,250.0,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,2000.0,Yes,,,5.0,8.0,,,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,3200.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,12.0,15000.0,Yes,,,3.0,12.0,,14000.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,Yes,,,6.0,8.0,,3000.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,7.0,15.0,500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,Yes,,,5.0,9.0,,,,Regular job,"Plant and machine operators, and assemblers"
Yes,,,4.0,8.0,3000.0,Yes,,,5.0,8.0,,,,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2000.0,Yes,,,5.0,8.0,,2000.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,2.0,3.0,450.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,9570.0,Yes,,,5.0,8.0,,9570.0,,Regular job,Clerical support workers
Yes,,,4.0,8.0,3500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,3500.0,Yes,,,3.0,8.0,,3500.0,,Regular job,Professionals
Yes,,,5.0,12.0,5000.0,Yes,,,5.0,8.0,,,,Regular job,Managers
Yes,,,5.0,9.0,6340.0,Yes,,,5.0,5.0,,7130.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,12000.0,Yes,,,5.0,8.0,,12000.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,12.0,12000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,3.0,8.0,1800.0,Yes,,,3.0,8.0,,1800.0,,Casual work,Managers
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,Yes,,,7.0,6.0,,16000.0,,Regular job,Professionals
Yes,,,2.0,6.0,1200.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,500.0,Yes,Casual work,Elementary occupations
Yes,,,6.0,8.0,4000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I'm employed,,,,,,,Not Employed
Yes,,,5.0,8.0,5200.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Clerical support workers
No,No,No - I did nothing,,,,Yes,,,5.0,12.0,,,,Regular job,Professionals
Yes,,,5.0,8.0,41000.0,Yes,,,5.0,8.0,,41000.0,,Regular job,Professionals
Yes,,,5.0,8.0,950.0,Yes,,,,,,,,Regular job,Elementary occupations
Yes,,,5.0,7.0,3250.0,Yes,,,5.0,3.0,,3250.0,,Regular job,Service and sales workers
No,Yes,,7.0,8.0,900.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,3.0,8.0,1300.0,Yes,,,4.0,15.0,,,,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,2.0,4.0,350.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,14000.0,Yes,,,5.0,9.0,,14000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,Yes,,,7.0,7.0,,,,Casual work,Elementary occupations
No,Yes,,5.0,11.0,3800.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,5.0,10.0,750.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,31000.0,Yes,,,4.0,12.0,,20000.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,3.0,3.0,250.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,12.0,,No,No,Yes,0.0,0.0,,,,Casual work,"Skilled agricultural, forestry and fishery workers"
No,,No - I did nothing,,,,No,,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,0.0,0.0,0.0,Yes,,,4.0,8.0,,1300.0,,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,No,No,No - I'm employed,,,,,,,Not Employed
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,8000.0,No,No,No - I did nothing,,,,0.0,Yes,Regular job,"Plant and machine operators, and assemblers"
Yes,,,6.0,11.0,6050.0,Yes,,,6.0,11.0,,4975.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,9.0,6000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,8000.0,No,No,No - I did nothing,0.0,0.0,,8000.0,Yes,Regular job,Elementary occupations
Yes,,,5.0,12.0,,Yes,,,5.0,12.0,,,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,,7000.0,Yes,,,5.0,6.0,,5000.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,1.0,8.0,12000.0,No,No,Yes,,,,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,6.0,3500.0,No,No,No - I did nothing,,,,4000.0,Yes,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,0.0,0.0,,,,Regular job,Professionals
Yes,,,5.0,8.0,2000.0,No,No,No - I'm employed,,,,0.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,7.0,,Yes,,,,,,,,Self-employed,
No,Yes,,2.0,8.0,600.0,No,No,No - I did nothing,,,,,No,,
Yes,,,,,15000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
Yes,,,6.0,7.0,,Yes,,,,,,19000.0,,Regular job,Professionals
Yes,,,7.0,8.0,16000.0,Yes,,,0.0,0.0,,12000.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,12000.0,Yes,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,7000.0,No,Yes,,,,,6100.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,10.0,1800.0,Yes,,,3.0,7.0,,1600.0,,Casual work,Elementary occupations
Yes,,,6.0,10.0,4100.0,Yes,,,6.0,8.0,,4100.0,,Regular job,Professionals
Yes,,,7.0,5.0,750.0,No,No,No - I did nothing,,,,,,,
Yes,,,5.0,4.0,,Yes,,,4.0,,,1800.0,,,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,550.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,,2000.0,No,Yes,,3.0,,,,,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2100.0,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,9.0,,Yes,,,5.0,12.0,,5000.0,,Regular job,Technicians and associate professionals
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,,,,,,No,No,No - I did nothing,,,,,,,
Yes,,,4.0,10.0,3200.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,2.0,3.0,,,Yes,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,2800.0,Yes,,,0.0,0.0,,0.0,,Casual work,Technicians and associate professionals
Yes,,,7.0,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
Yes,,,5.0,8.0,,No,No,No - I did nothing,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
No,Yes,,5.0,8.0,1500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,1.0,9.0,150.0,Yes,,,,,,,,Casual work,Craft and related trades workers
Yes,,,,,5400.0,Yes,,,5.0,12.0,,5300.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,5000.0,Yes,,,4.0,12.0,,5000.0,,Regular job,Technicians and associate professionals
No,No,No - I'm employed,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,,Yes,,,1.0,4.0,,0.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,8.0,15000.0,Yes,,,5.0,8.0,,6000.0,,Regular job,Service and sales workers
Yes,,,5.0,8.0,6700.0,No,Yes,,0.0,0.0,,6700.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,3500.0,Yes,,,5.0,8.0,,4400.0,,Regular job,Elementary occupations
Yes,,,5.0,9.0,5000.0,Yes,,,5.0,9.0,,,,Regular job,Clerical support workers
Yes,,,6.0,8.0,9000.0,Yes,,,0.0,8.0,,9000.0,,Regular job,Technicians and associate professionals
No,Yes,,6.0,9.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,10.0,9000.0,Yes,,,4.0,10.0,,10000.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,9.0,1500.0,No,No,Yes,0.0,0.0,,,,Regular job,Service and sales workers
Yes,,,4.0,12.0,15000.0,Yes,,,4.0,12.0,,15000.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I'm employed,,,,,,Casual work,Elementary occupations
Yes,,,3.0,5.0,5500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,17000.0,No,No,No - I'm employed,,,,,,I run a business,
No,Yes,,6.0,13.0,0.0,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,3.0,9.0,1000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,6.0,8.0,,Yes,,,3.0,4.0,,,,Regular job,Elementary occupations
Yes,,,5.0,8.0,8000.0,No,No,No - I'm employed,5.0,8.0,,7000.0,,Regular job,Professionals
Yes,,,5.0,8.0,1300.0,Yes,,,1.0,3.0,,,,Casual work,Elementary occupations
Yes,,,,,1600.0,No,No,No - I did nothing,,,,,,,
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,Yes,,,5.0,12.0,,600.0,,Casual work,Technicians and associate professionals
Yes,,,4.0,12.0,4000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,14.0,4000.0,Yes,,,6.0,14.0,,7500.0,,Casual work,"Plant and machine operators, and assemblers"
Yes,,,3.0,8.0,7500.0,Yes,,,,,7500.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,14000.0,Yes,,,5.0,8.0,,14000.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,8.0,,Yes,,,,,,,,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,4.0,4.0,1000.0,Yes,,,,,500.0,,,I run a business,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2400.0,Yes,,,3.0,5.0,,,,Regular job,"Plant and machine operators, and assemblers"
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,7000.0,Yes,,,5.0,8.0,,7000.0,,Regular job,Clerical support workers
Yes,,,7.0,8.0,800.0,No,No,No - I did nothing,0.0,,,0.0,Yes,Casual work,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,No,No,No - I did nothing,5.0,8.0,,,Yes,Casual work,Craft and related trades workers
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I'm employed,0.0,0.0,,,,Regular job,Not applicable
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,12.0,4500.0,Yes,,,6.0,12.0,,4900.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,Yes,,,,400.0,,,Self-employed,
Yes,,,6.0,8.0,5000.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,Yes,,3.0,6.0,180.0,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,3900.0,Yes,,,,,,3900.0,,Regular job,Service and sales workers
Yes,,,5.0,8.0,10700.0,Yes,,,,,,10700.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Regular job,"Plant and machine operators, and assemblers"
Yes,,,5.0,5.0,200.0,No,No,No - I did nothing,,,,,,,
No,No,Yes,7.0,10.0,250.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,,,Regular job,Professionals
Yes,,,5.0,7.0,1800.0,No,Yes,,2.0,4.0,,,,Regular job,Craft and related trades workers
Yes,,,5.0,8.0,11000.0,Yes,,,5.0,8.0,,11000.0,,Regular job,Clerical support workers
Yes,,,5.0,9.0,8000.0,No,No,No - I did nothing,0.0,0.0,,5000.0,Yes,Casual work,Managers
Yes,,,5.0,6.0,3500.0,No,No,No - I did nothing,,,,3500.0,Yes,Regular job,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,10.0,3200.0,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,,Yes,,,6.0,8.0,,,,Regular job,Professionals
Yes,,,5.0,6.0,2875.0,Yes,,,5.0,6.0,,2875.0,,Casual work,Technicians and associate professionals
No,No,No - I did nothing,,,,Yes,,,3.0,11.0,,750.0,,Casual work,Clerical support workers
Yes,,,7.0,8.0,3800.0,Yes,,,3.0,11.0,,4200.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,5500.0,Yes,Regular job,Service and sales workers
No,No,No - I did nothing,,,,Yes,,,2.0,5.0,,,,Regular job,Managers
Yes,,,5.0,9.0,2200.0,No,No,No - I'm employed,,,,2200.0,,Regular job,Elementary occupations
Yes,,,5.0,8.0,2700.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,4500.0,No,No,No - I'm employed,,,,,,Self-employed,
Yes,,,5.0,8.0,10000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,15000.0,No,No,No - I'm employed,0.0,0.0,,15000.0,,Regular job,Clerical support workers
Yes,,,5.0,8.0,2500.0,Yes,,,5.0,8.0,,2500.0,,Regular job,Elementary occupations
Yes,,,5.0,9.0,,No,No,No - I did nothing,,,,,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,,1600.0,Yes,,,7.0,6.0,,1600.0,,Regular job,Elementary occupations
Yes,,,5.0,8.0,4000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,12.0,9000.0,Yes,,,2.0,12.0,,14000.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,Yes,,,,,1000.0,,,Self-employed,
No,No,Yes,3.0,9.0,,No,No,No - I did nothing,,,1500.0,,Yes,Self-employed,
Yes,,,5.0,8.0,1300.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,12800.0,No,No,No - I did nothing,0.0,0.0,,5000.0,Yes,Casual work,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,0.0,0.0,0.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,6.0,12.0,,Yes,,,6.0,12.0,,,,Casual work,Service and sales workers
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,3.0,6.0,,No,Yes,,,,,,,Self-employed,
Yes,,,7.0,,100.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,440.0,No,No,No - I'm employed,,,,,,,"Skilled agricultural, forestry and fishery workers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,,Yes,,,6.0,8.0,,,,Regular job,Elementary occupations
Yes,,,6.0,8.0,4000.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,,,,,,,,,,
Yes,,,7.0,7.0,5000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,,Yes,,,,,,2500.0,,Regular job,Technicians and associate professionals
Yes,,,6.0,8.0,5000.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,12.0,18000.0,Yes,,,4.0,12.0,,18000.0,,Regular job,Professionals
Yes,,,7.0,8.0,18000.0,Yes,,,6.0,8.0,,16000.0,,Regular job,Professionals
Yes,,,5.0,4.0,850.0,No,Yes,,4.0,5.0,,,,Casual work,"Skilled agricultural, forestry and fishery workers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,3.0,840.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,0.0,12.0,0.0,No,No,No - I'm employed,7.0,,,2800.0,,Regular job,Elementary occupations
